vi_daji_dna = {
	portrait_info={
		genes={ 		hair_color={ 4 255 7 243 }
 		skin_color={ 174 57 210 118 }
			gene_hair_type={ "hair_straight_thin_beard" 130 "hair_straight_thin_beard" 130 }
			gene_baldness={ "male_pattern_baldness" 174 "male_pattern_baldness" 174 }
			eye_accessory={ "normal_eyes" 255 "normal_eyes" 255 }
			teeth_accessory={ "normal_teeth" 0 "normal_teeth" 0 }
			eyelashes_accessory={ "normal_eyelashes" 255 "asian_eyelashes" 255 }
			hairstyles={ "tgp_chinese_hairstyles" 125 "all_hairstyles" 0 }
		}
	}

	enabled = yes
}

vi_caocao_dna = {
	portrait_info={
		genes = {
			hair_color={ 111 252 111 252 }
 			skin_color={ 220 108 220 108 }
 			eye_color={ 40 250 40 250 }
 			gene_chin_forward={ "chin_forward_neg" 130 "chin_forward_neg" 114 }
 			gene_chin_height={ "chin_height_neg" 114 "chin_height_neg" 114 }
 			gene_chin_width={ "chin_width_neg" 125 "chin_width_neg" 125 }
 			gene_eye_angle={ "eye_angle_pos" 143 "eye_angle_pos" 137 }
 			gene_eye_depth={ "eye_depth_neg" 117 "eye_depth_neg" 117 }
 			gene_eye_height={ "eye_height_pos" 137 "eye_height_pos" 137 }
 			gene_eye_distance={ "eye_distance_neg" 102 "eye_distance_neg" 118 }
 			gene_eye_shut={ "eye_shut_pos" 137 "eye_shut_pos" 133 }
 			gene_forehead_angle={ "forehead_angle_pos" 139 "forehead_angle_pos" 139 }
 			gene_forehead_brow_height={ "forehead_brow_height_neg" 148 "forehead_brow_height_neg" 123 }
 			gene_forehead_roundness={ "forehead_roundness_pos" 137 "forehead_roundness_pos" 137 }
 			gene_forehead_width={ "forehead_width_pos" 130 "forehead_width_pos" 130 }
 			gene_forehead_height={ "forehead_height_neg" 114 "forehead_height_neg" 114 }
 			gene_head_height={ "head_height_neg" 132 "head_height_neg" 127 }
 			gene_head_width={ "head_width_neg" 112 "head_width_neg" 126 }
 			gene_head_profile={ "head_profile_neg" 125 "head_profile_neg" 114 }
 			gene_head_top_height={ "head_top_height_neg" 114 "head_top_height_neg" 114 }
 			gene_head_top_width={ "head_top_width_neg" 107 "head_top_width_neg" 114 }
 			gene_jaw_angle={ "jaw_angle_neg" 114 "jaw_angle_neg" 114 }
 			gene_jaw_forward={ "jaw_forward_neg" 123 "jaw_forward_neg" 123 }
 			gene_jaw_height={ "jaw_height_neg" 116 "jaw_height_neg" 116 }
 			gene_jaw_width={ "jaw_width_pos" 140 "jaw_width_pos" 140 }
 			gene_mouth_corner_depth={ "mouth_corner_depth_neg" 126 "mouth_corner_depth_neg" 126 }
 			gene_mouth_corner_height={ "mouth_corner_height_neg" 114 "mouth_corner_height_neg" 114 }
 			gene_mouth_forward={ "mouth_forward_pos" 122 "mouth_forward_pos" 138 }
 			gene_mouth_height={ "mouth_height_pos" 140 "mouth_height_pos" 140 }
 			gene_mouth_width={ "mouth_width_neg" 114 "mouth_width_neg" 114 }
 			gene_mouth_upper_lip_size={ "mouth_upper_lip_size_neg" 114 "mouth_upper_lip_size_neg" 114 }
 			gene_mouth_lower_lip_size={ "mouth_lower_lip_size_neg" 120 "mouth_lower_lip_size_neg" 120 }
 			gene_mouth_open={ "mouth_open_neg" 114 "mouth_open_neg" 114 }
 			gene_neck_length={ "neck_length_neg" 134 "neck_length_neg" 114 }
 			gene_neck_width={ "neck_width_pos" 88 "neck_width_pos" 143 }
 			gene_bs_cheek_forward={ "cheek_forward_pos" 44 "cheek_forward_pos" 44 }
 			gene_bs_cheek_height={ "cheek_height_pos" 8 "cheek_height_pos" 8 }
 			gene_bs_cheek_width={ "cheek_width_pos" 56 "cheek_width_pos" 56 }
 			gene_bs_ear_angle={ "ear_angle_pos" 52 "ear_angle_pos" 52 }
 			gene_bs_ear_inner_shape={ "ear_inner_shape_pos" 14 "ear_inner_shape_pos" 14 }
 			gene_bs_ear_bend={ "ear_both_bend_pos" 158 "ear_both_bend_pos" 158 }
 			gene_bs_ear_outward={ "ear_outward_pos" 51 "ear_outward_pos" 51 }
 			gene_bs_ear_size={ "ear_size_neg" 7 "ear_size_neg" 7 }
 			gene_bs_eye_corner_depth={ "eye_corner_depth_pos" 21 "eye_corner_depth_pos" 21 }
 			gene_bs_eye_fold_shape={ "eye_fold_shape_02_neg" 111 "eye_fold_shape_02_neg" 111 }
 			gene_bs_eye_size={ "eye_size_neg" 38 "eye_size_neg" 38 }
 			gene_bs_eye_upper_lid_size={ "eye_upper_lid_size_neg" 174 "eye_upper_lid_size_neg" 174 }
 			gene_bs_forehead_brow_curve={ "forehead_brow_curve_neg" 144 "forehead_brow_curve_neg" 144 }
 			gene_bs_forehead_brow_forward={ "forehead_brow_forward_pos" 52 "forehead_brow_forward_pos" 52 }
 			gene_bs_forehead_brow_inner_height={ "forehead_brow_inner_height_neg" 83 "forehead_brow_inner_height_neg" 30 }
 			gene_bs_forehead_brow_outer_height={ "forehead_brow_outer_height_pos" 75 "forehead_brow_outer_height_pos" 25 }
 			gene_bs_forehead_brow_width={ "forehead_brow_width_neg" 61 "forehead_brow_width_pos" 87 }
 			gene_bs_jaw_def={ "jaw_def_neg" 67 "jaw_def_neg" 243 }
 			gene_bs_mouth_lower_lip_def={ "mouth_lower_lip_def_pos" 82 "mouth_lower_lip_def_pos" 82 }
 			gene_bs_mouth_lower_lip_full={ "mouth_lower_lip_full_neg" 19 "mouth_lower_lip_full_neg" 85 }
 			gene_bs_mouth_lower_lip_pad={ "mouth_lower_lip_pad_neg" 21 "mouth_lower_lip_pad_neg" 21 }
 			gene_bs_mouth_lower_lip_width={ "mouth_lower_lip_width_pos" 37 "mouth_lower_lip_width_neg" 113 }
 			gene_bs_mouth_philtrum_def={ "mouth_philtrum_def_pos" 33 "mouth_philtrum_def_pos" 33 }
 			gene_bs_mouth_philtrum_shape={ "mouth_philtrum_shape_neg" 42 "mouth_philtrum_shape_neg" 42 }
 			gene_bs_mouth_philtrum_width={ "mouth_philtrum_width_pos" 34 "mouth_philtrum_width_pos" 34 }
 			gene_bs_mouth_upper_lip_def={ "mouth_upper_lip_def_pos" 17 "mouth_upper_lip_def_pos" 17 }
 			gene_bs_mouth_upper_lip_full={ "mouth_upper_lip_full_neg" 16 "mouth_upper_lip_full_neg" 16 }
 			gene_bs_mouth_upper_lip_profile={ "mouth_upper_lip_profile_neg" 20 "mouth_upper_lip_profile_neg" 20 }
 			gene_bs_mouth_upper_lip_width={ "mouth_upper_lip_width_neg" 105 "mouth_upper_lip_width_neg" 105 }
 			gene_bs_nose_forward={ "nose_forward_neg" 10 "nose_forward_neg" 10 }
 			gene_bs_nose_height={ "nose_height_neg" 51 "nose_height_neg" 103 }
 			gene_bs_nose_length={ "nose_length_neg" 6 "nose_length_neg" 6 }
 			gene_bs_nose_nostril_height={ "nose_nostril_height_neg" 41 "nose_nostril_height_neg" 41 }
 			gene_bs_nose_nostril_width={ "nose_nostril_width_neg" 11 "nose_nostril_width_neg" 41 }
 			gene_bs_nose_profile={ "nose_profile_hawk_pos" 33 "nose_profile_pos" 114 }
 			gene_bs_nose_ridge_angle={ "nose_ridge_angle_pos" 17 "nose_ridge_angle_pos" 38 }
 			gene_bs_nose_ridge_width={ "nose_ridge_width_pos" 1 "nose_ridge_width_pos" 1 }
 			gene_bs_nose_size={ "nose_size_pos" 31 "nose_size_pos" 31 }
 			gene_bs_nose_tip_angle={ "nose_tip_angle_pos" 31 "nose_tip_angle_pos" 47 }
 			gene_bs_nose_tip_forward={ "nose_tip_forward_neg" 190 "nose_tip_forward_neg" 190 }
 			gene_bs_nose_tip_width={ "nose_tip_width_neg" 1 "nose_tip_width_neg" 1 }
 			face_detail_cheek_def={ "cheek_def_02" 41 "cheek_def_02" 41 }
 			face_detail_cheek_fat={ "cheek_fat_03_pos" 186 "cheek_fat_01_pos" 186 }
 			face_detail_chin_cleft={ "chin_cleft" 22 "chin_cleft" 22 }
 			face_detail_chin_def={ "chin_def_neg" 11 "chin_def_neg" 11 }
 			face_detail_eye_lower_lid_def={ "eye_lower_lid_def_02" 227 "eye_lower_lid_def_02" 227 }
 			face_detail_eye_socket={ "eye_socket_01" 90 "eye_socket_02" 8 }
 			face_detail_nasolabial={ "nasolabial_02" 132 "nasolabial_02" 132 }
 			face_detail_nose_ridge_def={ "nose_ridge_def_pos" 103 "nose_ridge_def_neg" 213 }
 			face_detail_nose_tip_def={ "nose_tip_def" 115 "nose_tip_def" 26 }
 			face_detail_temple_def={ "temple_def" 0 "temple_def" 0 }
 			expression_brow_wrinkles={ "brow_wrinkles_02" 233 "brow_wrinkles_02" 233 }
 			expression_eye_wrinkles={ "eye_wrinkles_01" 44 "eye_wrinkles_01" 44 }
 			expression_forehead_wrinkles={ "forehead_wrinkles_01" 32 "forehead_wrinkles_01" 32 }
 			expression_other={ "cheek_wrinkles_both_01" 0 "cheek_wrinkles_both_01" 0 }
 			complexion={ "complexion_1" 133 "complexion_3" 221 }
 			gene_height={ "normal_height" 101 "normal_height" 101 }
 			gene_bs_body_type={ "body_fat_head_fat_medium" 139 "body_fat_head_fat_medium" 134 }
 			gene_bs_body_shape={ "body_shape_average" 213 "body_shape_average" 0 }
 			gene_bs_bust={ "bust_clothes" 56 "bust_default" 88 }
 			gene_age={ "old_1" 159 "old_1" 159 }
 			gene_eyebrows_shape={ "avg_spacing_avg_thickness" 210 "avg_spacing_avg_thickness" 150 }
 			gene_eyebrows_fullness={ "layer_2_high_thickness" 240 "layer_2_low_thickness" 240 }
 			gene_body_hair={ "body_hair_sparse_lower_stubble" 220 "body_hair_sparse_lower_stubble" 220 }
 			gene_hair_type={ "hair_straight_thin_beard" 180 "hair_straight_thin_beard" 180 }
 			gene_baldness={ "male_pattern_baldness" 166 "male_pattern_baldness" 166 }
 			eye_accessory={ "normal_eyes" 86 "normal_eyes" 86 }
 			teeth_accessory={ "normal_teeth" 0 "normal_teeth" 0 }
 			eyelashes_accessory={ "normal_eyelashes" 87 "normal_eyelashes" 87 }
 			hairstyles={ "tgp_chinese_hairstyles" 63 "all_hairstyles" 0 }
 			beards={ "tgp_chinese_beards" 142 "no_beard" 0 }
 			clothes={ "western_bedchamber" 79 "most_clothes" 0 }
		}
	}
	enabled = yes
}
